CnvRegion	CnvGene	ExpGene	Cor	Cor.pvalue	Z_value
THSD4	THSD4	THSD4	0.287008342655481	4.15763983745096e-06	0.295302985129072
FBXO7	FBXO7	FBXO7	0.727796181623755	2.40639725055622e-42	0.924025437002867
RHNO1	RHNO1	RHNO1	0.69869693629604	8.61599529213144e-38	0.86475005684856
FTO	FTO	FTO	0.482909360535645	5.94109222753084e-16	0.52677152201187
EEF2KMT	EEF2KMT	EEF2KMT	0.526264334773437	3.85911902599286e-19	0.584964459845935
PKIG	PKIG	PKIG	0.252703372267737	5.50269924435947e-05	0.258298497261141
PHLDA1	PHLDA1	PHLDA1	0.186857406316749	0.0030780189971021	0.189078885884401
USP34	USP34	USP34	0.352800201900486	1.03922550519542e-08	0.368638446523227
OLFML3	OLFML3	OLFML3	0.226704296503044	0.000310473005363231	0.230712451492117
CLEC11A	CLEC11A	CLEC11A	0.0299564569681403	0.638046404913966	0.0299654226641912
NFU1	NFU1	NFU1	0.511196858038505	5.57136306431851e-18	0.564348700661678
SLC35B1	SLC35B1	SLC35B1	0.420458991267789	4.36005710951021e-12	0.448249452831096
NDUFAF6	NDUFAF6	NDUFAF6	0.681200450321369	2.62016729192201e-35	0.831350418312159
CWF19L2	CWF19L2	CWF19L2	0.368699939049174	1.95529911473642e-09	0.386917668381808
RBMS3	RBMS3	RBMS3	0.238733026829049	0.000142765362351586	0.243430134236729
PHLDB1	PHLDB1	PHLDB1	0.271900670301469	1.35402944611191e-05	0.278915085341185
HNRNPAB	HNRNPAB	HNRNPAB	0.646324165695376	7.66857528634326e-31	0.76895976601883
IMP3	IMP3	IMP3	0.23454241636799	0.00018799748487359	0.23899093189861
NT5DC1	NT5DC1	NT5DC1	0.302785275052359	1.12394232313206e-06	0.312583168628263
ZNF260	ZNF260	ZNF260	0.625771697893275	1.79595771874521e-28	0.734435914216883
ACTR6	ACTR6	ACTR6	0.655959678805886	5.12736589212228e-32	0.78568856141175
FAM69B	FAM69B	FAM69B	0.0410931698416805	0.518636110652117	0.041116323947046
AMBRA1	AMBRA1	AMBRA1	0.56917893679435	8.86251250753457e-23	0.646307477014518
NCOA3	NCOA3	NCOA3	0.434240623047154	7.12943321043906e-13	0.465110973415028
ANKRD44	ANKRD44	ANKRD44	0.338084846855053	4.50132624314507e-08	0.351928635802327
C7orf55	C7orf55	C7orf55	0.230086344431495	0.000250565163184948	0.234280635846349
INTS7	INTS7	INTS7	0.590433205215153	8.7104817120369e-25	0.67833085559783
GNPTAB	GNPTAB	GNPTAB	0.657775354571387	3.04565843302351e-32	0.788882227648282
HECTD2	HECTD2	HECTD2	0.385209748397736	3.12543871116197e-10	0.406162847356283
GCNT1	GCNT1	GCNT1	0.40282309729636	3.93581324633253e-11	0.427014297166887
TGM2	TGM2	TGM2	0.0493825313116587	0.437869603654196	0.0494227321289815
CD163L1	CD163L1	CD163L1	-0.0969482536690571	0.127080569830398	-0.0972537158570174
TMEM216	TMEM216	TMEM216	0.0609928769502548	0.337810043424006	0.0610686800523719
SUCO	SUCO	SUCO	0.737586997174868	5.17582637986577e-44	0.945166518605152
PLOD1	PLOD1	PLOD1	0.516671192253314	2.14455029041004e-18	0.571788011877881
FECH	FECH	FECH	0.659494660502225	1.85364618239653e-32	0.791918803404878
ADO	ADO	ADO	0.627188873066849	1.24901505868561e-28	0.736768628947719
DCAF12	DCAF12	DCAF12	0.548287659999385	6.08563938316523e-21	0.615929651226589
AKAP7	AKAP7	AKAP7	0.320688145358648	2.31404307895304e-07	0.332413947337482
NIT2	NIT2	NIT2	0.368277992727569	2.04636693237182e-09	0.386429426563786
ZNF680	ZNF680	ZNF680	0.326352015167005	1.37319032828815e-07	0.338739955100435
PAFAH2	PAFAH2	PAFAH2	0.388353085415531	2.17866839514388e-10	0.409859156977504
ARHGAP32	ARHGAP32	ARHGAP32	0.318460254341327	2.83306133284595e-07	0.329932645225582
LRRC8C	LRRC8C	LRRC8C	0.106223808436909	0.0944288364192127	0.10662606061419
NID1	NID1	NID1	0.220299670729147	0.0004619544122053	0.223971043344979
ZBTB44	ZBTB44	ZBTB44	0.740559452233787	1.55925375751297e-44	0.951717145732775
IFFO2	IFFO2	IFFO2	0.132196309691673	0.037097978673707	0.132974568170547
TGFBR2	TGFBR2	TGFBR2	0.0805547507970605	0.205228162917577	0.0807296741059032
NOC3L	NOC3L	NOC3L	0.488722540508407	2.35664020123753e-16	0.534380629712524
STAG1	STAG1	STAG1	0.382095909220438	4.45174206156833e-10	0.402511574137989
CD200	CD200	CD200	0.114821111852276	0.070495063708865	0.115329737570045
PRKACB	PRKACB	PRKACB	0.290621763588957	3.10249652488771e-06	0.299245252757252
LRRC61	LRRC61	LRRC61	0.156371787025758	0.0134998007810464	0.157665360504724
PPA2	PPA2	PPA2	0.483782212426969	5.17672362593973e-16	0.527910455228628
WAPAL	WAPAL	WAPAL	0.477048400554931	1.48286232528971e-15	0.519156067898212
BAG3	BAG3	BAG3	0.260167542829656	3.23133769050238e-05	0.266288105135473
TRIT1	TRIT1	TRIT1	0.577474210786337	1.51849390534342e-23	0.658664880816958
PTAR1	PTAR1	PTAR1	0.841874987853078	4.12467550062463e-68	1.22757670529841
DLL1	DLL1	DLL1	0.0216392233939103	0.734020069051739	0.0216426019084847
OSBPL10	OSBPL10	OSBPL10	0.431490919078406	1.02996918023118e-12	0.461727247168761
EBF3	EBF3	EBF3	0.27734876723639	8.91604328826692e-06	0.284807608236346
INTS9	INTS9	INTS9	0.609286191073564	1.07446510550997e-26	0.707785327290949
GLTP	GLTP	GLTP	0.796138864336988	8.25930444435285e-56	1.08797775501148
SNAPIN	SNAPIN	SNAPIN	0.618520461301026	1.11898184893181e-27	0.722605249977609
NFATC3	NFATC3	NFATC3	0.433264150199359	8.12750794145056e-13	0.463908211369152
CALM3	CALM3	CALM3	0.44086858226454	2.8971159687995e-13	0.473308426496648
SLC25A3	SLC25A3	SLC25A3	0.663275633630779	6.14827156770759e-33	0.798639759269152
ACD	ACD	ACD	0.484648780450266	4.51341719403698e-16	0.529042431926387
SFRP2	SFRP2	SFRP2	-0.0110943891442017	0.861715370915223	-0.0110948443638566
CCDC28A	CCDC28A	CCDC28A	0.75521290496628	3.28013069630498e-47	0.984978304515052
C14orf166	C14orf166	C14orf166	0.617557436714508	1.42164854985379e-27	0.721047027329612
ITGAV	ITGAV	ITGAV	0.271870936906801	1.35708737112135e-05	0.278882978551967
CCDC89	CCDC89	CCDC89	0.315847080464328	3.58455907671299e-07	0.327027222835266
AFG3L2	AFG3L2	AFG3L2	0.668095140593456	1.47105263435181e-33	0.80729463011085
ADCY3	ADCY3	ADCY3	0.308850309646178	6.65674871950106e-07	0.319273987868578
VPS37C	VPS37C	VPS37C	0.508455874467607	8.92851256872734e-18	0.560645047035428
IRF1	IRF1	IRF1	0.0894842429174485	0.15920266599144	0.0897242433111613
HSPH1	HSPH1	HSPH1	0.417312459489295	6.51767629584706e-12	0.444433315778469
ZC3H3	ZC3H3	ZC3H3	0.661706090637139	9.73983857137071e-33	0.795842523518838
TCEA1	TCEA1	TCEA1	0.638380116308263	6.63656800376064e-30	0.755434841818719
OSBP	OSBP	OSBP	0.492511560435383	1.27766023068681e-16	0.539370829724318
DSE	DSE	DSE	0.659056234830668	2.10452256350622e-32	0.79114331714126
TMA7	TMA7	TMA7	0.292741215043897	2.60808822323567e-06	0.301561792151818
APOL2	APOL2	APOL2	0.308701146037918	6.74401179229121e-07	0.31910910380973
COQ10A	COQ10A	COQ10A	0.59131356572578	7.13965842083141e-25	0.679683449236783
TNFRSF10B	TNFRSF10B	TNFRSF10B	0.217649855253002	0.00054272536859331	0.221187768007747
MAD1L1	MAD1L1	MAD1L1	0.388136797126728	2.23371641520732e-10	0.409604480203989
MARCH6	MARCH6	MARCH6	0.67307017419576	3.26696871709906e-34	0.816335048676391
FKBP4	FKBP4	FKBP4	0.5543093256041	1.85383242797098e-21	0.624580703055771
KIAA0355	KIAA0355	KIAA0355	0.585936659829525	2.38273074482395e-24	0.67145575331898
PTK7	PTK7	PTK7	0.628607718713702	8.66639033683195e-29	0.739110951274002
PHF2	PHF2	PHF2	0.360039204297534	4.9128002180563e-09	0.376930943620714
PHLDB2	PHLDB2	PHLDB2	0.653297717972325	1.09329682448277e-31	0.781030377230644
PDS5B	PDS5B	PDS5B	0.402542985681621	4.07159366578931e-11	0.426679973800118
PRKD2	PRKD2	PRKD2	0.363291504479889	3.4871599265075e-09	0.380672674301612
ALCAM	ALCAM	ALCAM	0.490580472302341	1.74715809935925e-16	0.536824502643158
GDF11	GDF11	GDF11	0.713261494240883	5.33309575050165e-40	0.89379173440061
RELB	RELB	RELB	0.278460871155673	8.17814557161612e-06	0.286012789805922
TMEM120A	TMEM120A	TMEM120A	0.522529588492846	7.57306467193295e-19	0.57981312048703
TMEM43	TMEM43	TMEM43	0.732073343236961	4.59200108590894e-43	0.933180579971749
SURF4	SURF4	SURF4	0.506355724545919	1.27781966888009e-17	0.557816708860545
ELP3	ELP3	ELP3	0.790511566310559	1.62983952923767e-54	1.07279406026036
STX6	STX6	STX6	0.444780664272001	1.68698743626519e-13	0.478174782204313
ERG	ERG	ERG	0.164177010178071	0.00945172635202148	0.165676415663275
MPV17L2	MPV17L2	MPV17L2	0.485732260828608	3.80025457630746e-16	0.53045950573436
HDGF	HDGF	HDGF	0.575084891914839	2.53697950389121e-23	0.655087523072527
DNAJC7	DNAJC7	DNAJC7	0.30686448068028	7.91240200558128e-07	0.317080243144282
EMCN	EMCN	EMCN	0.0348679769448321	0.583962838052666	0.034882117809249
ZNF521	ZNF521	ZNF521	0.195111417793814	0.00198080291140914	0.197645418012384
HTT	HTT	HTT	0.708035629209149	3.42757009688583e-39	0.883233728669854
EIF3L	EIF3L	EIF3L	0.416416173132528	7.30291574493229e-12	0.44334851754376
ZNF212	ZNF212	ZNF212	0.710633854278247	1.36616602589761e-39	0.888463214697813
AZIN2	AZIN2	AZIN2	0.196822727871517	0.00180381453862511	0.199425072844965
ANTXR2	ANTXR2	ANTXR2	0.345802956952515	2.10635304399289e-08	0.360668756390224
ACKR3	ACKR3	ACKR3	0.136499613735719	0.0313047193337638	0.137356979255058
IFI44	IFI44	IFI44	0.225446365435322	0.000335972767720873	0.229386764264436
PLA2G16	PLA2G16	PLA2G16	0.20451478786741	0.00117318436106382	0.207439920478773
CYTH1	CYTH1	CYTH1	0.24761734460865	7.8362504641745e-05	0.252872921116296
MCAT	MCAT	MCAT	0.489590993152604	2.0494803287611e-16	0.535522240748908
SRP54	SRP54	SRP54	0.807248192862423	1.7227620158247e-58	1.1190786219955
SPDL1	SPDL1	SPDL1	0.479965658623114	9.42603663498839e-16	0.522939656175835
GPR68	GPR68	GPR68	0.272148783359042	1.32876578563135e-05	0.279183025272803
NBEAL2	NBEAL2	NBEAL2	0.110447415749974	0.08196676334539	0.110899834173818
RNF181	RNF181	RNF181	0.342154145853035	3.02391453938571e-08	0.356530267025134
TBKBP1	TBKBP1	TBKBP1	0.175349391998624	0.00552741228374672	0.17718047304573
KIAA1407	KIAA1407	KIAA1407	0.595525807383453	2.73383567861655e-25	0.686185343466091
TSPAN9	TSPAN9	TSPAN9	0.298759034076167	1.58105250935986e-06	0.308156462215593
LRIG2	LRIG2	LRIG2	0.432410848903075	9.11030703474946e-13	0.462858190284083
TK2	TK2	TK2	0.538241970986712	4.19496316115947e-20	0.60167722943831
CCT6A	CCT6A	CCT6A	0.694322728865733	3.73902254025601e-37	0.856254247036591
SRGAP2	SRGAP2	SRGAP2	0.224160181839863	0.000364048558970017	0.228032121523562
TIMM17A	TIMM17A	TIMM17A	0.676523494094471	1.12978573053942e-34	0.822675546496138
CSPP1	CSPP1	CSPP1	0.610527419644902	7.96192738998565e-27	0.709761764187909
SHQ1	SHQ1	SHQ1	0.323442835792847	1.79771433507348e-07	0.335487442531336
INTS4	INTS4	INTS4	0.76487756791217	4.40960491362941e-49	1.0078651171272
UBXN2A	UBXN2A	UBXN2A	0.576991567984923	1.68494860444702e-23	0.657941063694332
SEMA4D	SEMA4D	SEMA4D	-0.0783633330615544	0.217864558471363	-0.0785243315070702
ASAP2	ASAP2	ASAP2	0.25359329147785	5.16868069250504e-05	0.259249351145628
C9orf64	C9orf64	C9orf64	0.635939981802079	1.27156182877349e-29	0.751327045672949
ESD	ESD	ESD	0.591267559644455	7.21435054910047e-25	0.679612711511495
PIGC	PIGC	PIGC	0.783387331772233	6.25001757547986e-53	1.05407950533296
AKAP8L	AKAP8L	AKAP8L	0.511864946761909	4.96317003044167e-18	0.565253557910696
UNC119B	UNC119B	UNC119B	0.499711171303558	3.90887587019027e-17	0.548921113525066
ABI2	ABI2	ABI2	0.463952897822365	1.07571453412026e-14	0.502336742989082
IFNGR2	IFNGR2	IFNGR2	0.159420738142143	0.011765847140634	0.16079227204108
CRK	CRK	CRK	0.718391939164818	8.24010530291489e-41	0.904313982204352
DLL4	DLL4	DLL4	-0.0859799598851306	0.176241040731023	-0.0861927751189797
BAALC	BAALC	BAALC	0.342824200017351	2.83062526855127e-08	0.357289362213066
SNX4	SNX4	SNX4	0.492773456786195	1.22437952745346e-16	0.539716657261342
ANKRD42	ANKRD42	ANKRD42	0.501795837967804	2.75956665411306e-17	0.551703469683484
ANTXR1	ANTXR1	ANTXR1	0.303515124360995	1.05594117614528e-06	0.313386879005736
WIPI2	WIPI2	WIPI2	0.710036003651388	1.68972118222959e-39	0.887256469645387
EBF4	EBF4	EBF4	0.376852488521168	8.00903123514316e-10	0.396386050461729
CCP110	CCP110	CCP110	0.413398669158953	1.06843748550165e-11	0.439703530695131
GIMAP6	GIMAP6	GIMAP6	-0.0108914777326241	0.864219898472971	-0.0108919084278733
FRMD4A	FRMD4A	FRMD4A	0.232045615303487	0.000220981867003849	0.236350416179704
RNF152	RNF152	RNF152	0.175260557344315	0.00555172398828057	0.17708882177985
ARID2	ARID2	ARID2	0.438812062421913	3.8390471601248e-13	0.470758620718947
CTSS	CTSS	CTSS	-0.014614105036752	0.81851249806054	-0.014615145558293
TNFSF4	TNFSF4	TNFSF4	0.165228185690741	0.00899837521686347	0.166756901569103
WWC2	WWC2	WWC2	0.150124713996104	0.0177660785919121	0.151268023029628
FAAH	FAAH	FAAH	0.0502556698843759	0.429802369717102	0.0502980432299326
ATP6V1E1	ATP6V1E1	ATP6V1E1	0.521249294787487	9.52384269067033e-19	0.57805358360237
GSS	GSS	GSS	0.509574141127076	7.36953398610311e-18	0.562154375445871
PRPF19	PRPF19	PRPF19	0.439551323859749	3.47032452530906e-13	0.471674546519281
ARHGAP5	ARHGAP5	ARHGAP5	0.502799460449567	2.33170954477326e-17	0.553045754927911
NDUFB4	NDUFB4	NDUFB4	0.803972848924306	1.10769537765954e-57	1.1097467372454
RPS26	RPS26	RPS26	0.471623137221997	3.40484813694867e-15	0.512155730617709
FMNL3	FMNL3	FMNL3	0.167994446892039	0.0078962324843107	0.169602146898037
GPR137B	GPR137B	GPR137B	0.350402431661954	1.32646116871104e-08	0.36590243950956
FMOD	FMOD	FMOD	0.178256334670611	0.00478271981018082	0.180181219184763
PPP1R11	PPP1R11	PPP1R11	0.718345101218066	8.383372375013e-41	0.904217198922584
MAD2L1BP	MAD2L1BP	MAD2L1BP	0.788718713250476	4.13482780995747e-54	1.06803224082247
NOTCH1	NOTCH1	NOTCH1	0.203367903330342	0.00125213404975551	0.206243264380643
IPO11	IPO11	IPO11	0.525836086863957	4.17103629513885e-19	0.584372361132801
DCUN1D4	DCUN1D4	DCUN1D4	0.512507220419759	4.44009966430748e-18	0.566124242257043
PREX1	PREX1	PREX1	0.0644076149572994	0.311407756847152	0.0644968988713168
MED23	MED23	MED23	0.698870983711723	8.12274502722512e-38	0.865090191864048
CD24	CD24	CD24	0.184549438526853	0.00347084946979664	0.186688481983984
PM20D2	PM20D2	PM20D2	0.288493418410635	3.68814224842419e-06	0.296922127172117
CAP1	CAP1	CAP1	0.528249650198367	2.68765855820401e-19	0.587714207136103
RNF135	RNF135	RNF135	0.338570095056739	4.29406308814885e-08	0.352476607909258
C1orf21	C1orf21	C1orf21	0.879595759902769	1.16568321877772e-81	1.37397863118312
GMDS	GMDS	GMDS	0.299597087064335	1.47326866166768e-06	0.309076901509932
GCC2	GCC2	GCC2	0.398248688829007	6.82134262332085e-11	0.421565770193905
LPHN2	LPHN2	LPHN2	0.103341869262077	0.103766720639848	0.103712125952526
DCTN1	DCTN1	DCTN1	0.665138026733571	3.54898083954075e-33	0.801972435548224
BLOC1S2	BLOC1S2	BLOC1S2	0.505285770583756	1.53241799761844e-17	0.556378879198225
ZBTB8OS	ZBTB8OS	ZBTB8OS	0.570359742251886	6.91538829336902e-23	0.648055879320519
GPATCH8	GPATCH8	GPATCH8	0.348790547298652	1.5611533636513e-08	0.364066124295248
L3MBTL3	L3MBTL3	L3MBTL3	0.123914681295994	0.0508153887535129	0.124554819638878
C10orf128	C10orf128	C10orf128	0.0859738542770978	0.176271862199047	0.0861866240420103
RPS6KA1	RPS6KA1	RPS6KA1	0.0968566581528649	0.12744181356206	0.0971612520981138
VPS41	VPS41	VPS41	0.614158868975166	3.28741740566856e-27	0.715571784364564
ENTPD7	ENTPD7	ENTPD7	0.253270838325733	5.28743918920254e-05	0.258904766042659
HERC1	HERC1	HERC1	0.469653632878753	4.58750031064511e-15	0.50962585607687
ETV1	ETV1	ETV1	0.191896437625948	0.00235675104016467	0.194305370550872
MOXD1	MOXD1	MOXD1	0.644649015719634	1.21522626282235e-30	0.766088143485479
ANXA2	ANXA2	ANXA2	0.263022445365062	2.6247678888472e-05	0.269352728488286
ETV4	ETV4	ETV4	0.00183210857555475	0.977052221174238	0.00183211062545741
CAPN10	CAPN10	CAPN10	0.582360443360296	5.24620033461732e-24	0.666027103421521
RASL11B	RASL11B	RASL11B	0.00069037206491735	0.991351839763414	0.000690372174597722
VPS4A	VPS4A	VPS4A	0.610283289661093	8.44630395921719e-27	0.709372653689225
CYTIP	CYTIP	CYTIP	-0.00978200929066785	0.877937363489069	-0.00978232131459106
TMEM143	TMEM143	TMEM143	0.104605014413802	0.0995878992832951	0.104989075717016
ACTA2	ACTA2	ACTA2	-0.109645607005322	0.0842247169598741	-0.110088196257924
STXBP1	STXBP1	STXBP1	0.34574990782739	2.11752599345513e-08	0.360608503328166
LRRC20	LRRC20	LRRC20	0.121911066428891	0.0547044088007284	0.12252046995999
NUDT9	NUDT9	NUDT9	0.586697341027572	2.01195812465128e-24	0.672614917968627
ANKRD17	ANKRD17	ANKRD17	0.496711622544464	6.42424152937418e-17	0.544931204056746
EIF4H	EIF4H	EIF4H	0.623777781993201	2.98433752835981e-28	0.731165351729376
SLC25A35	SLC25A35	SLC25A35	0.806152776581899	3.22282983797797e-58	1.11594199181823
SUPT5H	SUPT5H	SUPT5H	0.817687300175087	3.5744752932989e-61	1.1497984570775
IRS2	IRS2	IRS2	0.388420475660552	2.16178750381015e-10	0.409938518447233
DPY19L4	DPY19L4	DPY19L4	0.373935240328215	1.10541920561209e-09	0.392990261872996
PLA2G7	PLA2G7	PLA2G7	0.124684268762792	0.0493841151658593	0.125336484144289
RREB1	RREB1	RREB1	0.36701050189707	2.345310242999e-09	0.384963843901865
LIG4	LIG4	LIG4	0.53042636243103	1.80270104352302e-19	0.590738257469519
RAB4B	RAB4B	RAB4B	0.411214324971856	1.40393813021899e-11	0.437071799046976
CMSS1	CMSS1	CMSS1	0.4755611439637	1.86508778108317e-15	0.517232393844105
AGPS	AGPS	AGPS	0.355587879584892	7.80502337242353e-09	0.371826019366228
ZKSCAN1	ZKSCAN1	ZKSCAN1	0.463781437597837	1.10337422631228e-14	0.502118274242625
DRG1	DRG1	DRG1	0.596826740496641	2.02661574983098e-25	0.688203628919167
CLASP2	CLASP2	CLASP2	0.346568140745741	1.95138551186684e-08	0.361538129815228
LGI2	LGI2	LGI2	0.146418861059745	0.0208165466467462	0.147478862479689
PRF1	PRF1	PRF1	0.103105434302861	0.104564082557064	0.103473144616792
MBD5	MBD5	MBD5	0.438394655312448	4.06384699899307e-13	0.470241789216598
MAP4K1	MAP4K1	MAP4K1	-0.0115168931046862	0.856504881435558	-0.0115174023409435
COG7	COG7	COG7	0.549400401506536	4.89433898682261e-21	0.617522080192745
ZBTB17	ZBTB17	ZBTB17	0.688480924750298	2.54961620749782e-36	0.845061984747732
ZSCAN18	ZSCAN18	ZSCAN18	0.174224504192612	0.00584242918114509	0.176020136259376
C11orf49	C11orf49	C11orf49	0.531345998198963	1.52148133272681e-19	0.59201880243803
SLC2A1	SLC2A1	SLC2A1	0.164712778895667	0.00921819051284999	0.166227075404138
RGMA	RGMA	RGMA	0.0973304396053164	0.125581807042704	0.0976395424784716
CREB3L2	CREB3L2	CREB3L2	0.577239160206088	1.59743153617108e-23	0.65831230102091
RBM5	RBM5	RBM5	0.337684247700826	4.67966577168556e-08	0.351476407564756
TLE3	TLE3	TLE3	0.134332709830136	0.0341174703964643	0.135149596457776
NARS2	NARS2	NARS2	0.696448907173225	1.83799543939059e-37	0.860371262718974
TATDN3	TATDN3	TATDN3	0.547220821605305	7.49351060418892e-21	0.614405520245859
MAPKAPK5	MAPKAPK5	MAPKAPK5	0.690753590204028	1.21474072517341e-36	0.849395609038433
MTFMT	MTFMT	MTFMT	0.62079563110638	6.33520865836952e-28	0.72629857315778
SMARCB1	SMARCB1	SMARCB1	0.551667033097577	3.13239937765545e-21	0.62077447557333
LSM8	LSM8	LSM8	0.598586977368161	1.34874355373018e-25	0.69094225001044
DNM2	DNM2	DNM2	0.768724540181977	7.48543100241651e-50	1.01720225010091
LOH12CR1	LOH12CR1	LOH12CR1	0.770935400915332	2.65948453427343e-50	1.02262955261048
SLC9A1	SLC9A1	SLC9A1	0.322985632230981	1.87497455536843e-07	0.334976904337778
FNDC3B	FNDC3B	FNDC3B	0.265204877460158	2.23545700349891e-05	0.271698815500886
MED10	MED10	MED10	0.713443187726303	4.9952950410615e-40	0.894161685469903
FCGR2A	FCGR2A	FCGR2A	-0.129076921498657	0.0418436483388005	-0.129801017649194
SMG6	SMG6	SMG6	0.499263875699547	4.21077649948966e-17	0.548325126386021
LZTFL1	LZTFL1	LZTFL1	0.311913391762433	5.08654546829109e-07	0.322663620436043
RALBP1	RALBP1	RALBP1	0.630668988365056	5.07895398160895e-29	0.742526169739037
PHF14	PHF14	PHF14	0.585918074114848	2.39258461077752e-24	0.67142745116794
ID1	ID1	ID1	-0.0846859025773241	0.182863148598718	-0.0848892255551375
KCNIP3	KCNIP3	KCNIP3	0.161472755242079	0.0107123504621726	0.162898511206944
TANGO6	TANGO6	TANGO6	0.292445677231556	2.67221246544391e-06	0.301238584205042
NOP56	NOP56	NOP56	0.589904701493544	9.81211536796761e-25	0.677519894589708
METTL7A	METTL7A	METTL7A	0.813747783432202	3.85081317424641e-60	1.13802441194125
TACC2	TACC2	TACC2	-0.0817332927610411	0.198655446812371	-0.0819160275800319
INVS	INVS	INVS	0.471687338450271	3.37180958133762e-15	0.51223830015493
GTDC1	GTDC1	GTDC1	0.271042093701179	1.44501248300496e-05	0.277988200285533
FAM208A	FAM208A	FAM208A	0.387208115989253	2.4858164973432e-10	0.408511541202449
TOX	TOX	TOX	0.294974401343994	2.16885255281993e-06	0.304006047166447
PTGFRN	PTGFRN	PTGFRN	0.17672467968964	0.00516302295399707	0.178599742793185
FAR2	FAR2	FAR2	0.292036292976029	2.76352713273304e-06	0.30079097168625
GALNT16	GALNT16	GALNT16	0.145378345497137	0.0217507303308576	0.146415716254413
IGFBP4	IGFBP4	IGFBP4	0.169074459451995	0.00749966390575707	0.170713732914381
HAUS1	HAUS1	HAUS1	0.697024933745116	1.51468849264232e-37	0.86149072271408
TRIB2	TRIB2	TRIB2	0.239396397416149	0.000136617226150136	0.244133715911121
WNT5A	WNT5A	WNT5A	-0.0363838561176086	0.567709577391648	-0.0363999236823615
ITPR1	ITPR1	ITPR1	0.309916122984986	6.06396626078904e-07	0.320452617397431
MANBA	MANBA	MANBA	0.18469747583261	0.00344435274382798	0.186841743328817
